Device_Name,IP_Address,Frequency,,,,,,
2018 Strafford PBEM5 .110,10.2.18.110,5165,,,,,,
2018 Strafford PBEM5 .109,10.2.18.109,5165,,,,,,
2018 Strafford PBEM5 .105,10.2.18.105,5640,,,,,,
2017 Chapel Hill C9 .90,10.2.17.90,915,,,,,,
2017 Chapel Hill NSM5 .59,10.2.17.59,5500,,,,,,
2017 Chapel Hill RM5 .50,10.2.17.50,5835,,,,,,
2168 Long Lane C9 .90,10.2.168.90,906,,,,,,
2168 Long Lane RM2 .20,10.2.168.20,2457,,,,,,
2167 Seymour N C9 .96,10.2.167.96,924,,,,,,
2167 Seymour N C9 .95,10.2.167.95,915,,,,,,
2167 Seymour N C9 .94,10.2.167.94,906,,,,,,
2167 Seymour N C9 .93,10.2.167.93,924,,,,,,
2167 Seymour N C9 .92,10.2.167.92,915,,,,,,
2167 Seymour N C9 .91,10.2.167.91,906,,,,,,
2167 Seymour N NSM5 .59,10.2.167.59,5730,,,,,,
2167 Seymour N RM2 .24,10.2.167.24,2412,,,,,,
2167 Seymour N RM2 .20,10.2.167.20,2457,,,,,,
2163 Buffalo NW C9+ .94,10.2.163.94,924.5,,,,,,
2163 Buffalo NW C9+ .93,10.2.163.93,905.5,,,,,,
2163 Buffalo NW C9+ .92,10.2.163.92,924.5,,,,,,
2163 Buffalo NW C9+ .91,10.2.163.91,905.5,,,,,,
2163 Buffalo NW CE2 .24,10.2.163.24,2462,,,,,,
2163 Buffalo NW CE2 .23,10.2.163.23,2412,,,,,,
2163 Buffalo NW CE2 .22,10.2.163.22,2462,,,,,,
2163 Buffalo NW CE2 .21,10.2.163.21,2412,,,,,,
2161 Phillipsburg C9+ .94,10.2.161.94,923,,,,,,
2161 Phillipsburg C9+ .93,10.2.161.93,907,,,,,,
2161 Phillipsburg C9+ .92,10.2.161.92,923,,,,,,
2161 Phillipsburg C9+ .91,10.2.161.91,907,,,,,,
2161 Phillipsburg CE2 .24,10.2.161.24,2437,,,,,,
2161 Phillipsburg CE2 .23,10.2.161.23,2412,,,,,,
2161 Phillipsburg CE2 .22,10.2.161.22,2437,,,,,,
2161 Phillipsburg CE2 .21,10.2.161.21,2412,,,,,,
2158 Tri County Line C9+ .94,10.2.158.94,923,,,,,,
2158 Tri County Line C9+ .93,10.2.158.93,907,,,,,,
2158 Tri County Line C9+ .92,10.2.158.92,923,,,,,,
2158 Tri County Line C9+ .91,10.2.158.91,907,,,,,,
2158 Tri County Line CE2 .24,10.2.158.24,2462,,,,,,
2158 Tri County Line CE2 .23,10.2.158.23,2412,,,,,,
2158 Tri County Line CE2 .22,10.2.158.22,2462,,,,,,
2158 Tri County Line CE2 .21,10.2.158.21,2412,,,,,,
2157 Northview C9+ .94,10.2.157.94,924.5,,,,,,
2157 Northview C9+ .93,10.2.157.93,905.5,,,,,,
2157 Northview C9+ .92,10.2.157.92,924.5,,,,,,
2157 Northview C9+ .91,10.2.157.91,905.5,,,,,,
2157 Northview CE2 .23,10.2.157.23,2412,,,,,,
2157 Northview CE2 .22,10.2.157.22,2462,,,,,,
2157 Northview CE2 .21,10.2.157.21,2412,,,,,,
2155 Rusty Rd C9 .96,10.2.155.96,None,,,,,,
2155 Rusty Rd C9 .95,10.2.155.95,None,,,,,,
2155 Rusty Rd C9 .94,10.2.155.94,None,,,,,,
2155 Rusty Rd C9 .93,10.2.155.93,924,,,,,,
2155 Rusty Rd C9 .92,10.2.155.92,None,,,,,,
2155 Rusty Rd C9 .91,10.2.155.91,924,,,,,,
2155 Rusty Rd NSM5 .51,10.2.155.51,5155,,,,,,
2155 Rusty Rd RM2 .20,10.2.155.20,2412,,,,,,
2151 Camp Arrowhead C9+ .94,10.2.151.94,915,,,,,,
2151 Camp Arrowhead C9+ .93,10.2.151.93,907,,,,,,
2151 Camp Arrowhead C9+ .92,10.2.151.92,923,,,,,,
2151 Camp Arrowhead C9+ .91,10.2.151.91,907,,,,,,
2151 Camp Arrowhead CE2 .24,10.2.151.24,2457,,,,,,
2151 Camp Arrowhead CE2 .23,10.2.151.23,2412,,,,,,
2151 Camp Arrowhead CE2 .22,10.2.151.22,2457,,,,,,
2151 Camp Arrowhead CE2 .21,10.2.151.21,2412,,,,,,
2150 Beech Lane C9 .96,10.2.150.96,None,,,,,,
2150 Beech Lane C9 .95,10.2.150.95,906,,,,,,
2150 Beech Lane C9 .94,10.2.150.94,915,,,,,,
2150 Beech Lane C9 .93,10.2.150.93,906,,,,,,
2150 Beech Lane C9 .92,10.2.150.92,915,,,,,,
2150 Beech Lane C9 .91,10.2.150.91,None,,,,,,
2150 Beech Lane RM2 .20,10.2.150.20,2462,,,,,,
2149 Howell Co N C9+ .94,10.2.149.94,924.5,,,,,,
2149 Howell Co N C9+ .93,10.2.149.93,905.5,,,,,,
2149 Howell Co N C9+ .92,10.2.149.92,924.5,,,,,,
2149 Howell Co N C9+ .91,10.2.149.91,905.5,,,,,,
2149 Howell Co N RM2 .20,10.2.149.20,2464,,,,,,
2143 Forrest Hill Lane C9 .96,10.2.143.96,924,,,,,,
2143 Forrest Hill Lane C9 .95,10.2.143.95,None,,,,,,
2143 Forrest Hill Lane C9 .94,10.2.143.94,924,,,,,,
2143 Forrest Hill Lane C9 .93,10.2.143.93,915,,,,,,
2143 Forrest Hill Lane C9 .92,10.2.143.92,924,,,,,,
2143 Forrest Hill Lane C9 .91,10.2.143.91,915,,,,,,
2143 Forrest Hill Lane C5 .59,10.2.143.59,5275,,,,,,
2143 Forrest Hill Lane NBM365 .31,10.2.143.31,3671,,,,,,
2143 Forrest Hill Lane C2 .26,10.2.143.26,2457,,,,,,
2143 Forrest Hill Lane C2 .25,10.2.143.25,2415,,,,,,
2143 Forrest Hill Lane C2 .23,10.2.143.23,2457,,,,,,
2143 Forrest Hill Lane C2 .22,10.2.143.22,2415,,,,,,
2143 Forrest Hill Lane C2 .20,10.2.143.20,2435,,,,,,
2141 Silo Ridge C9 .96,10.2.141.96,924,,,,,,
2141 Silo Ridge C9 .95,10.2.141.95,None,,,,,,
2141 Silo Ridge C9 .94,10.2.141.94,None,,,,,,
2141 Silo Ridge C9 .93,10.2.141.93,None,,,,,,
2141 Silo Ridge C9 .92,10.2.141.92,None,,,,,,
2141 Silo Ridge C9 .91,10.2.141.91,None,,,,,,
2141 Silo Ridge PBEM5 .59,10.2.141.59,5335,,,,,,
2141 Silo Ridge C2 .29,10.2.141.29,2457,,,,,,
2141 Silo Ridge C2 .20,10.2.141.20,2415,,,,,,
2136 Fair Grove C9 .96,10.2.136.96,None,,,,,,
2136 Fair Grove C9 .95,10.2.136.95,None,,,,,,
2136 Fair Grove C9 .94,10.2.136.94,None,,,,,,
2136 Fair Grove C9 .93,10.2.136.93,None,,,,,,
2136 Fair Grove C9 .92,10.2.136.92,None,,,,,,
2136 Fair Grove C9 .91,10.2.136.91,None,,,,,,
2136 Fair Grove PBEM5 .59,10.2.136.59,5735,,,,,,
2136 Fair Grove RM5 .57,10.2.136.57,5210,,,,,,
2136 Fair Grove C5 .56,10.2.136.56,5325,,,,,,
2136 Fair Grove C5 .55,10.2.136.55,5300,,,,,,
2136 Fair Grove C5 .54,10.2.136.54,5275,,,,,,
2136 Fair Grove C5 .53,10.2.136.53,5325,,,,,,
2136 Fair Grove C5 .52,10.2.136.52,5300,,,,,,
2136 Fair Grove C5 .51,10.2.136.51,5275,,,,,,
2136 Fair Grove C9+ .104,10.2.136.104,924.5,,,,,,
2136 Fair Grove C9+ .103,10.2.136.103,907,,,,,,
2136 Fair Grove C9+ .102,10.2.136.102,924.5,,,,,,
2136 Fair Grove C9+ .101,10.2.136.101,907,,,,,,
2133 Highland Springs C9 .96,10.2.133.96,924,,,,,,
2133 Highland Springs C9 .95,10.2.133.95,None,,,,,,
2133 Highland Springs C9 .94,10.2.133.94,906,,,,,,
2133 Highland Springs C9 .93,10.2.133.93,924,,,,,,
2133 Highland Springs C9 .92,10.2.133.92,915,,,,,,
2133 Highland Springs C9 .91,10.2.133.91,906,,,,,,
2133 Highland Springs RM5 .50,10.2.133.50,5735,,,,,,
2133 Highland Springs C2+ .24,10.2.133.24,2457,,,,,,
2133 Highland Springs C2+ .23,10.2.133.23,2417,,,,,,
2133 Highland Springs C2+ .22,10.2.133.22,2457,,,,,,
2133 Highland Springs C2+ .21,10.2.133.21,2417,,,,,,
2131 65A C9 .96,10.2.131.96,924,,,,,,
2131 65A C9 .95,10.2.131.95,906,,,,,,
2131 65A C9 .94,10.2.131.94,915,,,,,,
2131 65A C9 .93,10.2.131.93,None,,,,,,
2131 65A C9 .92,10.2.131.92,906,,,,,,
2131 65A C9 .91,10.2.131.91,915,,,,,,
2131 65A C2+ .20,10.2.131.20,2440,,,,,,
2013 County E C9+ .94,10.2.13.94,924.5,,,,,,
2013 County E C9+ .93,10.2.13.93,905.5,,,,,,
2013 County E C9+ .92,10.2.13.92,924.5,,,,,,
2013 County E C9+ .91,10.2.13.91,905.5,,,,,,
2013 County E NBM5 .54,10.2.13.54,5170,,,,,,
2013 County E C2+ .24,10.2.13.24,2407,,,,,,
2013 County E C2+ .23,10.2.13.23,2440,,,,,,
2013 County E C2+ .22,10.2.13.22,2417,,,,,,
2013 County E C2+ .21,10.2.13.21,2460,,,,,,
2013 County E NSM2 .106,10.2.13.106,2412,,,,,,
2013 County E RM5 .104,10.2.13.104,5570,,,,,,
2013 County E NSM2 .100,10.2.13.100,2462,,,,,,
2128 Grace Chapel Well RM5 .50,10.2.128.50,5165,,,,,,
2117 Hwy J C9 .96,10.2.117.96,906,,,,,,
2117 Hwy J C9 .95,10.2.117.95,924,,,,,,
2117 Hwy J C9 .94,10.2.117.94,None,,,,,,
2117 Hwy J C9 .93,10.2.117.93,924,,,,,,
2117 Hwy J C9 .92,10.2.117.92,906,,,,,,
2117 Hwy J C9 .91,10.2.117.91,None,,,,,,
2117 Hwy J C2+ .20,10.2.117.20,2417,,,,,,
2112 Plaza Tower C9 .90,10.2.112.90,None,,,,,,
2112 Plaza Tower C5 .52,10.2.112.52,5275,,,,,,
2112 Plaza Tower RM5 .50,10.2.112.50,5300,,,,,,
2103 Country Stop C9+ .94,10.2.103.94,907,,,,,,
2103 Country Stop C9+ .93,10.2.103.93,923,,,,,,
2103 Country Stop C9+ .92,10.2.103.92,907,,,,,,
2103 Country Stop C9+ .91,10.2.103.91,923,,,,,,
2103 Country Stop RM365 .30,10.2.103.30,3661,,,,,,
2001 Captain Morgan C9+ .93,10.2.1.93,924.5,,,,,,
2001 Captain Morgan RM2 .23,10.2.1.23,2464,,,,,,
2001 Captain Morgan RM2 .22,10.2.1.22,2412,,,,,,
2001 Captain Morgan RM2 .21,10.2.1.21,2442,,,,,,
1098 Willard C9 .96,10.1.98.96,924,,,,,,
1098 Willard C9 .95,10.1.98.95,915,,,,,,
1098 Willard C9 .94,10.1.98.94,906,,,,,,
1098 Willard C9 .93,10.1.98.93,924,,,,,,
1098 Willard C9 .92,10.1.98.92,915,,,,,,
1098 Willard C9 .91,10.1.98.91,906,,,,,,
1098 Willard C5 .59,10.1.98.59,5325,,,,,,
1098 Willard RM5 .54,10.1.98.54,5160,,,,,,
1098 Willard RM5 .53,10.1.98.53,5240,,,,,,
1098 Willard RM5 .52,10.1.98.52,5215,,,,,,
1098 Willard RM5 .51,10.1.98.51,5190,,,,,,
1098 Willard C5 .50,10.1.98.50,5275,,,,,,
1076 Farm Rd 35 C9 .96,10.1.76.96,924,,,,,,
1076 Farm Rd 35 C9 .95,10.1.76.95,None,,,,,,
1076 Farm Rd 35 C9 .94,10.1.76.94,None,,,,,,
1076 Farm Rd 35 C9 .93,10.1.76.93,924,,,,,,
1076 Farm Rd 35 C9 .92,10.1.76.92,915,,,,,,
1076 Farm Rd 35 C9 .91,10.1.76.91,906,,,,,,
1076 Farm Rd 35 NBM5 .59,10.1.76.59,5165,,,,,,
1076 Farm Rd 35 C2 .26,10.1.76.26,2415,,,,,,
1076 Farm Rd 35 C2 .23,10.1.76.23,2415,,,,,,
1076 Farm Rd 35 C2 .21,10.1.76.21,2437,,,,,,
1076 Farm Rd 35 C2 .20,10.1.76.20,2457,,,,,,
1007 Crighton NSM5 .53,10.1.7.53,5700,,,,,,
1069 Bolivar RM5 .55,10.1.69.55,5235,,,,,,
1069 Bolivar RM5 .53,10.1.69.53,5200,,,,,,
1069 Bolivar RM5 .51,10.1.69.51,5170,,,,,,
1069 Bolivar C2 .20,10.1.69.20,2457,,,,,,
1058 Austin C9 .90,10.1.58.90,906,,,,,,
1058 Austin RM5 .50,10.1.58.50,5745,,,,,,
1057 Morrisville C9 .96,10.1.57.96,924,,,,,,
1057 Morrisville C9 .95,10.1.57.95,915,,,,,,
1057 Morrisville C9 .94,10.1.57.94,906,,,,,,
1057 Morrisville C9 .93,10.1.57.93,924,,,,,,
1057 Morrisville C9 .92,10.1.57.92,915,,,,,,
1057 Morrisville C9 .91,10.1.57.91,906,,,,,,
1057 Morrisville C2 .24,10.1.57.24,2415,,,,,,
1057 Morrisville C2 .20,10.1.57.20,2457,,,,,,
1056 Cox Hospital C9 .90,10.1.56.90,913,,,,,,
1056 Cox Hospital RM5 .50,10.1.56.50,5290,,,,,,
1056 Cox Hospital RM2 .20,10.1.56.20,2427,,,,,,
1049 Wright Verona C9 .95,10.1.49.95,913,,,,,,
1049 Wright Verona C9 .94,10.1.49.94,None,,,,,,
1049 Wright Verona C9 .90,10.1.49.90,922,,,,,,
1049 Wright Verona RM5 .50,10.1.49.50,5175,,,,,,
1046 Stotts City C9 .90,10.1.46.90,915,,,,,,
1046 Stotts City PBEM5 .51,10.1.46.51,5235,,,,,,
1046 Stotts City RM2 .20,10.1.46.20,2447,,,,,,
1045 Freistatt C9 .95,10.1.45.95,924,,,,,,
1045 Freistatt C9 .92,10.1.45.92,924,,,,,,
1045 Freistatt C9 .90,10.1.45.90,906,,,,,,
1045 Freistatt NBM5 .59,10.1.45.59,5500,,,,,,
1045 Freistatt C5 .56,10.1.45.56,5325,,,,,,
1045 Freistatt C5 .55,10.1.45.55,5300,,,,,,
1045 Freistatt C5 .54,10.1.45.54,5275,,,,,,
1045 Freistatt C5 .53,10.1.45.53,5325,,,,,,
1045 Freistatt C5 .52,10.1.45.52,5300,,,,,,
1045 Freistatt C5 .51,10.1.45.51,5275,,,,,,
1045 Freistatt NSM365 .35,10.1.45.35,3656,,,,,,
1044 Pierce City C9 .96,10.1.44.96,915,,,,,,
1044 Pierce City C9 .95,10.1.44.95,906,,,,,,
1044 Pierce City C9 .94,10.1.44.94,915,,,,,,
1044 Pierce City C9 .91,10.1.44.91,906,,,,,,
1044 Pierce City C9 .90,10.1.44.90,924,,,,,,
1044 Pierce City C5 .51,10.1.44.51,5300,,,,,,
1044 Pierce City C5 .50,10.1.44.50,5275,,,,,,
1044 Pierce City RM2 .21,10.1.44.21,2454,,,,,,
1043 Monett N C9 .96,10.1.43.96,924,,,,,,
1043 Monett N C9 .95,10.1.43.95,915,,,,,,
1043 Monett N C9 .93,10.1.43.93,924,,,,,,
1043 Monett N C9 .92,10.1.43.92,915,,,,,,
1043 Monett N C9 .91,10.1.43.91,906,,,,,,
1043 Monett N RM5 .55,10.1.43.55,5200,,,,,,
1043 Monett N RM5 .53,10.1.43.53,5180,,,,,,
1043 Monett N RM5 .51,10.1.43.51,5245,,,,,,
1043 Monett N C5 .50,10.1.43.50,5325,,,,,,
1042 Monett E RM5 .55,10.1.42.55,5710,,,,,,
1042 Monett E PBEM5 .54,10.1.42.54,5180,,,,,,
1042 Monett E RM5 .53,10.1.42.53,5235,,,,,,
1042 Monett E RM5 .51,10.1.42.51,5840,,,,,,
1042 Monett E C5 .50,10.1.42.50,5285,,,,,,
1042 Monett E NSM365 .44,10.1.42.44,3662,,,,,,
1042 Monett E NBM365 .43,10.1.42.43,3662,,,,,,
1041 AgForte C9+ .94,10.1.41.94,924.5,,,,,,
1041 AgForte C9+ .93,10.1.41.93,905.5,,,,,,
1041 AgForte C9+ .92,10.1.41.92,924.5,,,,,,
1041 AgForte C9+ .91,10.1.41.91,905.5,,,,,,
1041 AgForte C5 .56,10.1.41.56,5325,,,,,,
1041 AgForte C5 .55,10.1.41.55,5300,,,,,,
1041 AgForte C5 .54,10.1.41.54,5275,,,,,,
1041 AgForte C5 .53,10.1.41.53,5325,,,,,,
1041 AgForte C5 .52,10.1.41.52,5300,,,,,,
1041 AgForte C5 .51,10.1.41.51,5275,,,,,,
1041 AgForte RM2 .20,10.1.41.20,2464,,,,,,
1040 Ham C9 .92,10.1.40.92,923,,,,,,
1040 Ham C9 .90,10.1.40.90,911,,,,,,
1040 Ham C5 .54,10.1.40.54,5270,,,,,,
1040 Ham C5 .50,10.1.40.50,5290,,,,,,
1040 Ham RM2 .20,10.1.40.20,2447,,,,,,
1039 Verona C9 .90,10.1.39.90,908,,,,,,
1039 Verona C5 .50,10.1.39.50,5280,,,,,,
1039 Verona NSM2 .21,10.1.39.21,2419,,,,,,
1037 Tyson Feed C9 .96,10.1.37.96,924,,,,,,
1037 Tyson Feed C9 .95,10.1.37.95,915,,,,,,
1037 Tyson Feed C9 .94,10.1.37.94,906,,,,,,
1037 Tyson Feed C9 .93,10.1.37.93,924,,,,,,
1037 Tyson Feed C9 .92,10.1.37.92,915,,,,,,
1037 Tyson Feed C9 .91,10.1.37.91,906,,,,,,
1037 Tyson Feed NSM5 .55,10.1.37.55,5840,,,,,,
1037 Tyson Feed RM5 .53,10.1.37.53,5175,,,,,,
1037 Tyson Feed RM5 .52,10.1.37.52,5160,,,,,,
1037 Tyson Feed C5 .51,10.1.37.51,5325,,,,,,
1037 Tyson Feed C5 .50,10.1.37.50,5275,,,,,,
1036 Bois DArc C9+ .94,10.1.36.94,924.5,,,,,,
1036 Bois DArc C9+ .93,10.1.36.93,905.5,,,,,,
1036 Bois DArc C9+ .92,10.1.36.92,924.5,,,,,,
1036 Bois DArc C9+ .91,10.1.36.91,905.5,,,,,,
1036 Bois DArc C5 .56,10.1.36.56,5325,,,,,,
1036 Bois DArc C5 .55,10.1.36.55,5300,,,,,,
1036 Bois DArc C5 .54,10.1.36.54,5275,,,,,,
1036 Bois DArc C5 .53,10.1.36.53,5325,,,,,,
1036 Bois DArc C5 .52,10.1.36.52,5300,,,,,,
1036 Bois DArc C5 .51,10.1.36.51,5275,,,,,,
1036 Bois DArc NSM365 .30,10.1.36.30,3661,,,,,,
1036 Bois DArc C2+ .22,10.1.36.22,2460,,,,,,
1036 Bois DArc NSM5 .210,10.1.36.210,5745,,,,,,
1036 Bois DArc C2+ .20,10.1.36.20,2417,,,,,,
1029 Everton C9 .96,10.1.29.96,915,,,,,,
1029 Everton C9 .95,10.1.29.95,906,,,,,,
1029 Everton C9 .94,10.1.29.94,915,,,,,,
1029 Everton C9 .93,10.1.29.93,906,,,,,,
1029 Everton C9 .92,10.1.29.92,924,,,,,,
1029 Everton C9 .91,10.1.29.91,908,,,,,,
1029 Everton C9 .90,10.1.29.90,None,,,,,,
1029 Everton C5 .56,10.1.29.56,5300,,,,,,
1029 Everton C5 .53,10.1.29.53,5325,,,,,,
1029 Everton C5 .50,10.1.29.50,5275,,,,,,
1029 Everton RM2 .23,10.1.29.23,2437,,,,,,
1025 Positronic NSM5 .51,10.1.25.51,5240,,,,,,
1025 Positronic RM365 .30,10.1.25.30,3656,,,,,,
1024 Greene Hills RM365 .34,10.1.24.34,3671,,,,,,
1024 Greene Hills RM365 .31,10.1.24.31,3656,,,,,,
1023 Hayfield RM5 .50,10.1.23.50,5290,,,,,,
1020 Main St Feeds C9 .96,10.1.20.96,924,,,,,,
1020 Main St Feeds C9 .95,10.1.20.95,915,,,,,,
1020 Main St Feeds C9 .94,10.1.20.94,None,,,,,,
1020 Main St Feeds C9 .93,10.1.20.93,924,,,,,,
1020 Main St Feeds C9 .92,10.1.20.92,915,,,,,,
1020 Main St Feeds C9 .91,10.1.20.91,906,,,,,,
1020 Main St Feeds RM5 .59,10.1.20.59,5735,,,,,,
1020 Main St Feeds NSM5 .58,10.1.20.58,5175,,,,,,
1020 Main St Feeds C5 .50,10.1.20.50,5300,,,,,,
1002 Republic C9+ .94,10.1.2.94,924.5,,,,,,
1002 Republic C9+ .93,10.1.2.93,905.5,,,,,,
1002 Republic C9+ .92,10.1.2.92,924.5,,,,,,
1002 Republic C9+ .91,10.1.2.91,905.5,,,,,,
1002 Republic PBEM5 .57,10.1.2.57,5200,,,,,,
1002 Republic PBEM5 .56,10.1.2.56,5160,,,,,,
1002 Republic PBEM5 .55,10.1.2.55,5180,,,,,,
1002 Republic C5 .51,10.1.2.51,5275,,,,,,
1002 Republic RM365 .32,10.1.2.32,3661,,,,,,
1002 Republic C2+ .24,10.1.2.24,2437,,,,,,
1002 Republic C2+ .23,10.1.2.23,2470,,,,,,
1002 Republic C2+ .22,10.1.2.22,2437,,,,,,
1002 Republic C2+ .21,10.1.2.21,2417,,,,,,
1170 Springfield W C9+ .94,10.1.170.94,924.5,,,,,,
1170 Springfield W C9+ .93,10.1.170.93,905.5,,,,,,
1170 Springfield W C9+ .92,10.1.170.92,924.5,,,,,,
1170 Springfield W C9+ .91,10.1.170.91,905.5,,,,,,
1170 Springfield W CE2 .24,10.1.170.24,2462,,,,,,
1170 Springfield W CE2 .23,10.1.170.23,2412,,,,,,
1170 Springfield W CE2 .22,10.1.170.22,2462,,,,,,
1170 Springfield W CE2 .21,10.1.170.21,2412,,,,,,
1017 McKinley C9+ .94,10.1.17.94,924.5,,,,,,
1017 McKinley C9+ .93,10.1.17.93,905.5,,,,,,
1017 McKinley C9+ .92,10.1.17.92,924.5,,,,,,
1017 McKinley C9+ .91,10.1.17.91,905.5,,,,,,
1017 McKinley NSM5 .57,10.1.17.57,5745,,,,,,
1017 McKinley PBEM5 .56,10.1.17.56,5160,,,,,,
1017 McKinley NBM5 .52,10.1.17.52,5220,,,,,,
1017 McKinley RM365 .32,10.1.17.32,3661,,,,,,
1017 McKinley C2+ .24,10.1.17.24,2470,,,,,,
1017 McKinley C2+ .23,10.1.17.23,2455,,,,,,
1017 McKinley C2+ .22,10.1.17.22,2470,,,,,,
1017 McKinley C2+ .21,10.1.17.21,2455,,,,,,
1162 Mt Vernon C9+ .94,10.1.162.94,923,,,,,,
1162 Mt Vernon C9+ .93,10.1.162.93,907,,,,,,
1162 Mt Vernon C9+ .92,10.1.162.92,923,,,,,,
1162 Mt Vernon C9+ .91,10.1.162.91,907,,,,,,
1162 Mt Vernon CE2 .24,10.1.162.24,2462,,,,,,
1162 Mt Vernon CE2 .23,10.1.162.23,2412,,,,,,
1162 Mt Vernon CE2 .22,10.1.162.22,2462,,,,,,
1162 Mt Vernon CE2 .21,10.1.162.21,2412,,,,,,
1016 Old Coup RM365 .30,10.1.16.30,3661,,,,,,
1156 Hwy 97 C9 .96,10.1.156.96,924,,,,,,
1156 Hwy 97 C9 .95,10.1.156.95,None,,,,,,
1156 Hwy 97 C9 .94,10.1.156.94,906,,,,,,
1156 Hwy 97 C9 .93,10.1.156.93,None,,,,,,
1156 Hwy 97 C9 .92,10.1.156.92,915,,,,,,
1156 Hwy 97 C9 .91,10.1.156.91,906,,,,,,
1156 Hwy 97 C2+ .24,10.1.156.24,2457,,,,,,
1156 Hwy 97 C2+ .23,10.1.156.23,2417,,,,,,
1156 Hwy 97 C2+ .22,10.1.156.22,2457,,,,,,
1156 Hwy 97 C2+ .21,10.1.156.21,2405,,,,,,
1154 Farm Road 53 C9 .90,10.1.154.90,915,,,,,,
1154 Farm Road 53 PBEM5 .58,10.1.154.58,5780,,,,,,
1154 Farm Road 53 RM5 .50,10.1.154.50,5170,,,,,,
1152 Walnut Grove W C9+ .99,10.1.152.99,924.5,,,,,,
1152 Walnut Grove W RM2 .20,10.1.152.20,2412,,,,,,
1015 Glidewell C9+ .94,10.1.15.94,924.5,,,,,,
1015 Glidewell C9+ .93,10.1.15.93,905.5,,,,,,
1015 Glidewell C9+ .92,10.1.15.92,924.5,,,,,,
1015 Glidewell C9+ .91,10.1.15.91,905.5,,,,,,
1015 Glidewell AF5x .59,10.1.15.59,5760,,,,,,
1015 Glidewell PBEM5 .58,10.1.15.58,5165,,,,,,
1015 Glidewell NSM5 .53,10.1.15.53,5505,,,,,,
1015 Glidewell RM365 .35,10.1.15.35,3666,,,,,,
1015 Glidewell RM365 .32,10.1.15.32,3656,,,,,,
1015 Glidewell C2+ .24,10.1.15.24,2417,,,,,,
1015 Glidewell C2+ .23,10.1.15.23,2437,,,,,,
1015 Glidewell C2+ .22,10.1.15.22,2417,,,,,,
1015 Glidewell C2+ .21,10.1.15.21,2460,,,,,,
1014 Ash Grove C9+ .94,10.1.14.94,923,,,,,,
1014 Ash Grove C9+ .93,10.1.14.93,905.5,,,,,,
1014 Ash Grove C9+ .92,10.1.14.92,923,,,,,,
1014 Ash Grove C9+ .91,10.1.14.91,907,,,,,,
1014 Ash Grove PBEM5 .58,10.1.14.58,5175,,,,,,
1014 Ash Grove PBEM5 .57,10.1.14.57,5160,,,,,,
1014 Ash Grove PBEM5 .53,10.1.14.53,5760,,,,,,
1014 Ash Grove NSM5 .52,10.1.14.52,5480,,,,,,
1014 Ash Grove C5 .50,10.1.14.50,5815,,,,,,
1014 Ash Grove C2 .26,10.1.14.26,2457,,,,,,
1014 Ash Grove C2 .25,10.1.14.25,2437,,,,,,
1014 Ash Grove C9 .24,10.1.14.24,None,,,,,,
1014 Ash Grove C9 .23,10.1.14.23,None,,,,,,
1014 Ash Grove C2 .22,10.1.14.22,2437,,,,,,
1014 Ash Grove C2 .21,10.1.14.21,2415,,,,,,
1139 Republic Brick C9 .96,10.1.139.96,None,,,,,,
1139 Republic Brick C9 .95,10.1.139.95,None,,,,,,
1139 Republic Brick C9 .93,10.1.139.93,None,,,,,,
1139 Republic Brick C9 .92,10.1.139.92,915,,,,,,
1139 Republic Brick C9 .91,10.1.139.91,None,,,,,,
1139 Republic Brick NSM365 .31,10.1.139.31,3656,,,,,,
1139 Republic Brick C2 .20,10.1.139.20,2455,,,,,,
1134 Hwy HH C9 .96,10.1.134.96,924,,,,,,
1134 Hwy HH C9 .95,10.1.134.95,915,,,,,,
1134 Hwy HH C9 .94,10.1.134.94,906,,,,,,
1134 Hwy HH C9 .93,10.1.134.93,None,,,,,,
1134 Hwy HH C9 .92,10.1.134.92,915,,,,,,
1134 Hwy HH C9 .91,10.1.134.91,None,,,,,,
1134 Hwy HH C5 .50,10.1.134.50,5300,,,,,,
1134 Hwy HH NSM365 .31,10.1.134.31,3656,,,,,,
1134 Hwy HH C2+ .20,10.1.134.20,2457,,,,,,
1132 Oak Leaf Lane C9 .96,10.1.132.96,924,,,,,,
1132 Oak Leaf Lane C9 .95,10.1.132.95,915,,,,,,
1132 Oak Leaf Lane C9 .94,10.1.132.94,906,,,,,,
1132 Oak Leaf Lane C9 .93,10.1.132.93,924,,,,,,
1132 Oak Leaf Lane C9 .92,10.1.132.92,None,,,,,,
1132 Oak Leaf Lane C9 .91,10.1.132.91,906,,,,,,
1132 Oak Leaf Lane C2 .26,10.1.132.26,2437,,,,,,
1132 Oak Leaf Lane C2 .25,10.1.132.25,2415,,,,,,
1132 Oak Leaf Lane C2 .24,10.1.132.24,2437,,,,,,
1132 Oak Leaf Lane C2 .23,10.1.132.23,2415,,,,,,
1132 Oak Leaf Lane C2 .22,10.1.132.22,2437,,,,,,
1132 Oak Leaf Lane C2 .21,10.1.132.21,2415,,,,,,
1130 Somer Lane C9 .96,10.1.130.96,915,,,,,,
1130 Somer Lane C9 .95,10.1.130.95,None,,,,,,
1130 Somer Lane C9 .94,10.1.130.94,915,,,,,,
1130 Somer Lane C9 .93,10.1.130.93,906,,,,,,
1130 Somer Lane C9 .90,10.1.130.90,924,,,,,,
